SubjectID,MeanTestScore
0685c8001a43b03e0a155e1afa0c7bec2f4e82d24f7ce4843b25a441c45dd335,0.9565215
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,0.0
080e819b7f2ec7fdf5df10abc0092a6ae39db49584244ea555a9ce18c8d57c53,0.2
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,0.8733579655172412
0973288c77f97c9245c444f90526bc6137bc40b48200197fd5bb6134f618f165,0.74572175
098d08de95d38eeec0842ad11e1e98d03c5afff456588f8ec0e9b2842aae39a3,0.42999999999999994
0ff8e00eabc873cbfaa0832c3aa0e4a4b03e6f72593a71ecf7e5b2e4d0c82e06,0.8255952666666667
109c6e9ad83923fec425f5948621a620bad8efb25d507dbead8bcfa627bc55e6,0.7354497777777778
125ae2e6409e498cf96017e4f7168a1612ea2f181a0ea99530cfafb7b3a64807,0.2566844705882353
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,0.13947740677966103
155464e7a35faffd6b3b4f2e6b757098204e8a24221641b58ee8156acfd2e1fc,0.5251552
1e07cd29e230f3661645dcb909fda7759b80e0adf98716a5b82e22aa93a8223c,0.0
1fa47ac7759a6ce7a6345af6515630bf1b0493c63c56c65ec1867dd8e850486c,0.8913044999999999
22d436278c2d2678362e2b3102b5bfa9227eecad30f599801b730e0cc7acd1c6,0.6744505384615385
23d73ca299f02110f10fe0b18902fd2ea5ad124d3a061f110083353b3899c369,0.4138888888888889
23e416c6f9deb987ac8f8f136e8551133ba63c734122e2f82eaeec72b03bad9e,0.35602675
275839578ec60b5084d5e18fccb01310e9f1b78293cad00bec043945e0f3e629,0.8372430714285714
2a9dda5adde456cb4c1ec3735fde1d4591c3b0780ef3d82b8c7fed613382e82f,0.6666667058823529
2b2ac07813fde25641019289246d80a85054b31d93cd9dd4d8f4a3e717a017e1,1.0
2f002333e3ee078069a370adede771895a413b747a8039cfe1f8b6d5f579fcc5,0.22630303333333332
322817f4854f2f71b85db9d2e7c04e4a44c91ea866c689f277a658abc7d22b12,0.6785165882352941
33d11b837cec96010145671e6661210fd68f3004627f8929038256ca7a8d8ebf,0.33734254545454545
345dad5114b3cd453211fb2463b2677b927fb8bed5528f041e0451dfd0f2dca2,0.2822777153846154
349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,0.5978836666666667
351cff49ce968bd6bb542470c3004131a5042932b5f2cb0e7ea8492770b77485,0.4
3c6c8b8647f1b51ec51557e9916c655923e73b1b0b8de099f40db81460e78611,1.0
3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,0.7545455999999999
4082ac64b81101cbebcabd3b8b597bf7966896898674d507e118e3c0367ac800,0.0
40c1d250c97702986524dae1c4014dbac4abddab4fbfd395737f4e2fe64a247d,0.561137
4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,0.3863638333333333
438f91a3a02080977006d5b4ee2c29f6e0d0b58e848dc92712f3982a1449f481,0.4166666666666667
445c2ca905d33514cd3757e1141d0239349ca6678c20cd5eedab38fbe2fd36f9,0.0
453482ae02a485dd6eda2426eae4181835e1451a36229f550d4efb9d8a7a9470,0.42
4557b3c2bc31d36048e3c48befc7212d35b7d0d885d3d1f102c9060238b5090a,0.22028986666666667
48002b47ecdcaeb4828400130c7d77959319f9ae612dfbd03a91f7422c093ac7,0.4342857142857143
48f565383f47c6752893810686bd0c5f07fef08e34bc22a3f398d3b8c8db7c43,0.27032020689655173
4d1ccd3b1393438168aeac88ee6d753d95c33c77fcc46afa13a5415a265323c2,0.2323232962962963
4ed6af94d2babfb73aae073691a59e8e6a1beb6bfaf77b75dac470cfc3b33199,0.0
4f803c4f3466d829bc74ad7bf98f1767adad548d1c0d9e25b45b5b84b3220471,0.782609
519b74a02a32927ee8af772a01038d36736eb2aaeb604f8a15719710d72ccc04,0.14347824999999997
53a6166821a8283bfffd1ba2d422ad4d81a71118145da6cba3f6134219ceaeb4,0.0
53b87d41de61b0eb5ef6562222f1f3bcd5b5ce1da053e57f47b6ed23d7aa8502,0.41845236666666674
570df8c7a9f77bb2889ba29eb35271e4e2340fd1709d075882800ac637643e15,0.0
57204251806dead2a0fa57a8ced7cac019acf134ccef4a141a934e49fdf271b1,0.5
5c075290e921279538ad0cbf9786e8855bd2c7f97a066c94d059d313cb34273b,0.40518395652173905
5d60fc4768a0d01e3d533d2d5353bdffb58877bc2971bc7053a54071fa4c2f49,0.46246380000000004
5e8589d4cd67c4b88f84e378d72875ccd07de5c9e20cc666bbf217de9d3567b4,0.6788356956521739
60dc13afd9db46855db7cb4b46b2429c473ae61d93c867bb13914cc0ee137a78,0.3177550952380952
67010df78663529aee482809d36765b8f1fc70fcbc5f1d53546f9ea6dfff5384,0.5
69ea8e8a316c3f982db0286a71ca33c251b858994e27bb848e628967df9d15f9,0.9285715
6a91389bf293538f8bfd1747ffc38730176f9e72e8ed7004fabc8cd25e69df6b,0.5345455
6b689d246c11ea35bf66a151aa4d7d83d1e1b11f9f3a3876c5d609048ea310f8,0.4090909090909091
6b6e8c7036722d03a34126403e7106d3512a2d4b72bcd8bde651614e8ad42d7b,0.6309523333333333
6d7f68c6bb26c8342bf3a3e21bb30c4a24aa6ccd9d3319af32684e6641052dcd,0.39795914285714284
6dd7cb5359f54edb9eb0becd33d19118d3e93e266ef7644cf7b9ad2b9ed1262d,0.254658375
6f8b95ec81c4c65578c705246889ade2223999b1383dbb36d4aae1502b94f22f,0.0
7018f9f84b61c5801779302689a34fef5b2e9d95f52479d9ef486efda2e55c21,0.1111111111111111
7026047c5e9f18234ed92d0bc1518a2a4944fc2a9a0bb90628e20b2d93e7f9ae,0.15476184444444444
73da0df025bd69a83446ff2c9628a7f2f1ff34bff9e343059e17e4d31a6218d3,0.0
753b3dfbf00b265816877af61db67c39ee3fae2b4e0a7b8f387b5163ff85b1bc,0.45959599999999995
76b0bf253c0d17b6f275cc641729eda42ebed851893da32c132515023ab1e4e1,0.5340909090909091
7854ad4022596904b137ebbb044e0bbbd2f590b0dac7f5a46d9991f3c049d647,0.0
78cb6709ef3e4aa9ec5148bce49e841e9a6257b64dff512fdffde18f1e1fcd14,0.18944100000000003
7ce2ef889fd3931ddf910c65e58e6b626f658d713486152c54f9f8a0e6f37375,0.8143747272727274
8072f6579de3261211c2d30eb23619d2299179bf8835aed226d36f99aa88249d,1.0
81aadc08216233fb3ec392c41a57432e51f78e8bd6996aacb76ad6dc1477ddfa,0.5
8535ef1089f557f019e2fa787114fa1819dadf2106ea8f0b82f86e57f914ea2d,0.2047619
8630de5bd303be8b63ba99b787f0f5ed4422765c8917b234cb8a2af6b762ca1d,0.2490119090909091
86d73054aa9c80dbfbfce326489454f67087052ce0720f75ec87b849d851ce2b,0.116071375
88faa9b4e525ea83f6efab60ae88469da5222f0b0f52c16c3af4e4763baa1daf,0.4870130714285715
89b998636f98304acf1f5a475b5fad130ac8020d521969a48412173d2ac0971f,0.44318175000000004
8c496c831c776415f7491e6de8457bb88c62eefeff270c8e0dbec39b78b9413d,0.5466667000000001
8dd7d47134248a03ffb88fe97e5ab8501d976a5d539ff01c30727b79ede1424f,0.18357488888888893
9181e670a018653889d5263448f199379588274b90c51348445093423b56396b,0.5019432580645161
9323ada035535298a0de65f40698a45122446c861947978f1be17123ecf09a53,0.0
93a7aef5296e288f3a39f8c1c0dcb8935c9657f5c87378408e5d1910444e7c70,0.53333335
950ed53de307960251af3e387e595945da87494d2d2edf58b103f58f4ccfef78,0.6530612857142858
95944dae06f4e15b8e63e41064092bc51db9f568df5abcdb866112b0a58a759a,0.8333333333333334
95e604186e18386f749a6d26e0868477c65803267b7c4d7bf606f77b8bbe1da4,0.32095595652173914
9675bde0231da8d75eeb40196ec9fda32306f8be61e38a1325b034f2472db01e,1.0
a000fa4903a3a8290435e1735ea6773bf2f2a14d1b5e564b6ab0e060b8e38688,0.25
a1437f4d7c5982c950cc3bb1cfab162aa1470eb7263b45d865b404015088558b,0.43181824999999996
a1a57315af0421443e73ff39f4cc4afaabfb05e5c435fafd3504fd91ab223453,0.0
a35833a67176bfc8c1457633e2e41ffb5e4bf6aac7127377e8b9881caf1cf52e,0.2
aa3e744d9ea1bfef5bac5c29b695be41bbe453b6bf59bb5ff04d04fe3ddb9b7e,0.31991482608695654
ad1624c5c3a02a3a3b3dcb044b912998b64ca2e7cd54abe79476f86a41a3234b,0.6342857142857142
ad6fc94e2a663a8989f7238cc0e2427eb8b8ff0a464fff43d68ee9e1ac82aac4,0.0
aeff5cdc8c731a2b16beb6f260aeeca455401bc2ddb229aa87a464475f95b1ca,0.0
aff3f9448ca917cc6f9b0fa8f92a2dadcee4f890337259421ce866e71ff22c49,0.33766236363636365
b2739ffce4a91e9880373035f1a135a3772577ebe8a9e985482de17ccedccefd,0.4454364166666666
b2c90b16a2864cf16993f00192cdb13ee656ac6cd53f745acd473a25224cd05d,0.6455782380952381
bb0c30cc3cd79a7b954b6a58338b43ab5c258562b868a12e26fa432eed432da9,0.19565225
bc7fef2cefba2315bb3b68531dc5dcb4a490a3a089fdceb6802c0198959c0e19,0.4666666666666666
bd41cbdc04707f80b319802470a1871b99d36766f9d020cc0f9a569a4d1bb54b,0.44230775
bd7739509fa70c858197ea24926c2c696b797f60240eac8fe389b1d67ce663be,0.05142857142857143
bee686e3fcc9f3886386d09a5bbd6f4779d852c8bb282b0b6185be70704d9207,0.8088624444444444
bfe01fd74f4a333b18002bc2d02ce800bee2e244cc59a5156ca3fcc5a0cdce00,0.26
c38594bec27d288cfe5bd031cde0cff4c46de188336f74ff3f79854c88c65b00,0.4647273
c547e37e3c5d2add9a3cb5fdeecfbc779e0ee9d6a7dbb489c799cc94e7b9abd2,0.1714286
c6b3efc496c7eabd69a2596c96fb7bacc652d49811a4be0df0bb37196a37ea02,0.5
c8d01afd1e4a742fb48896441f92f6f4f1c21f02b0059b58f21e1c6efb099eb2,0.27229006666666666
ca1b7797566e850c3e583a2fbda610a51d5504ca9b0d611a0a3e2770c912d52d,0.4540598333333333
cbdbb864a7b15c5903aa09adff018a3d184f25c250b86926a5bc3fd9d9169037,0.8339248571428571
cec0a384f41fb2446aff0043657c7e32479dd58e701084dde0bcc28f161aa2b1,0.43540981249999994
cef23c3f251969f778435219b38afa60f2e41b3927e82fa6d43de8c59f93f883,0.49802858333333333
cf13a4b65841c7dceb8412708517c5be0cdedb328ac511655c4a95ee813d548b,0.4
d24b87329bb09b449a89676a4e96858c289cdfad521c03fb9ce166a83aceb603,0.2
d3f0d126711eb978e948a2cbeb9c2b2b0ffa79541fe717c41575d91f5e21aa61,0.7930757222222222
d46637522853433efdf1806e2e5336c312d5ba0ff0a32b80468e96b8abf11c04,0.34438899999999995
d87811d4a1e9ba86c382fda19de6f7d1ad04b42f8c0dceeb81cd7cafc1008ed8,0.4331818333333333
d9381190f981d16a88149206249465bb181ce58d6359562dea944f4d477363e3,0.4033333333333333
d981675479ab443031cba32f40c3dca9e031547c59346a4c0ea7c624c054d936,0.19565214285714289
db2e162c7c1734ed5a58abc1706b9efbbdadbd2ba5f77bea6911a1aabd5e0831,0.04488077419354839
de14d69ecb05cea275dcf6a7cb707626315f3e81931958d7d7b15131368cf4d6,0.5044857777777777
e3d00c0bcfea6e4a68c5c4842d0bedac5e761cfa5be62ec60aae839f44a7f555,0.628788
e4022e6c05adb71c27444306f992d913c4d37cdbf63bf704fadfdddd56b65831,0.3913045
e4380b18857e28837873b807b4ee2bee2e199a3536f56fb56fb5949de4c17a77,0.25
e7da0da09cd3de7d6414a439154f40924d0533b799648184fa85baef339710ba,0.0
ea47fdcc277117bd663900f36ab09bad41ea1af083ccbc63647b5838e1056ebc,0.7716165789473685
eefcecf5c7183df8d369a35df238dd9fd990564264dcadc7bafacbafbef888ac,0.0
effa5fafd71a87510e477792561dc4c6a0d7a624d93f5ee78db77ac7c2a41d63,0.5566100303030302
f1adcb66d665ecba393da1490aca01e322bebd658ae2ef41aadee9ec7106def2,0.659091
f3f68937b7087b8fa82118be631d144b10b8c5391b8a16f2affa093c1957edb1,0.84
f421319a6d338f4c75d9ce493c2ab35aa31da5115a045fb9149446903d5f1141,0.6224489999999999
f837bce807410ac6f8b52fcee81a1ffaa2d7f77755861f2e6f2b482bff0f6fe9,0.0
f8461dec16e4e6cc62d1cadd424373bdf634bdc01764d3df74cd9fff9658baff,0.29422789655172416
f8dac969c272aabb2ba0adebac1b711f0f174a8288053069be5391c65bb027c3,0.26984878260869566
fa7805c1d46ef49851de43750a665a993eef750b560159967106d3b96821759c,0.31181323529411764
fcc829e7dd1db87335c46064982f06853c8a5c39399202b284952458b04f0d5d,0.467032923076923
fcf731e2be9a1377e7aed9c84be49e59ff2b3595fd86235d37d58011462b8fcf,0.0
fe48d6db483ac4bd61b017d826272e803a5ba40fca9dcc14ce181a1331e1fa18,0.10204085714285714
